Front,Back,vocab?,deckName,noteId,modelName,tags,Audio,Description,English Audio,Image,Image to Thai name card,Literal,Mnemonic,Notes,Phrase No.,Picture,Region,Thai Audio,Thai audio,rank
เป้าหมาย [sound:google-f250ce49-299f40d1-041452f7-c91334e0-fcebb699.mp3],goal; target; aim,FALSE,~Freq 4000,1399818768827,Basic (and reversed card),,,,,,,,,,,,,,,856
วาด [sound:google-a931e389-2a4535dd-dcc11393-15cf043c-823daf34.mp3],draw; sketch,FALSE,~Freq 4000,1399818768828,Basic (and reversed card),,,,,,,,,,,,,,,857
ฝน [sound:google-6531caf4-fa43ecfc-dfbd85cc-d6ba2de5-1afd1013.mp3],rain,FALSE,~Freq 4000,1399818768829,Basic (and reversed card),,,,,,,,,,,,,,,858
ใช้ได้ [sound:google-49936ad1-350eac3f-dcd70100-b8532f88-43872940.mp3],usable,FALSE,~Freq 4000,1399818768830,Basic (and reversed card),,,,,,,,,,,,,,,859
ภายใต้ [sound:google-be1cbb8c-bac5cf1f-c5d69321-788be0e9-9929666f.mp3],under,FALSE,~Freq 4000,1399818768831,Basic (and reversed card),,,,,,,,,,,,,,,860
หลังจากนั้น [sound:google-9440cb4a-1a3d1cae-96f7144c-b4162432-c571c5be.mp3],thereafter,FALSE,~Freq 4000,1399818768832,Basic (and reversed card),,,,,,,,,,,,,,,861
ทดลอง [sound:google-b647d5dd-e9769bbd-8d381dd3-e4365932-0a92846d.mp3],experiment; to experiment; to test,FALSE,~Freq 4000,1399818768833,Basic (and reversed card),,,,,,,,,,,,,,,862
ผลงาน [sound:google-0c80f939-5e108826-602f85ec-00c576da-d6ddd3bf.mp3],success; accomplishment; achievement,FALSE,~Freq 4000,1399818768834,Basic (and reversed card),,,,,,,,,,,,,,,863
แทนที่ [sound:google-9c13ac6c-d0c275ff-4e65318b-7913cca5-d3e04373.mp3],instead,FALSE,~Freq 4000,1399818768835,Basic (and reversed card),,,,,,,,,,,,,,,864
ระเบียบ [sound:google-c17af722-f81cad2a-54a5ec5b-807e3095-04e4cc24.mp3],order; regulations; system,FALSE,~Freq 4000,1399818768836,Basic (and reversed card),,,,,,,,,,,,,,,865
แท้จริง [sound:google-2b4813d0-c9991dce-19e560c2-0a54eec9-f51a29bf.mp3],really; actually,FALSE,~Freq 4000,1399818768837,Basic (and reversed card),,,,,,,,,,,,,,,866
สมอง [sound:google-4d731ae7-a6183f51-1e19de04-bd21a5fd-efe09fd3.mp3],brain,FALSE,~Freq 4000,1399818768838,Basic (and reversed card),,,,,,,,,,,,,,,867
รีบ [sound:google-184ec34e-64f5060f-e4ebbb0d-4b2f8a18-72e31793.mp3],hurry,FALSE,~Freq 4000,1399818768839,Basic (and reversed card),,,,,,,,,,,,,,,868
วิทยาศาสตร์ [sound:google-5f159784-f0ee37fa-5e221377-123735e6-5e6c2233.mp3],science,FALSE,~Freq 4000,1399818768840,Basic (and reversed card),,,,,,,,,,,,,,,869
ทุกข์ [sound:google-18b9efad-dfeaf002-038da9ba-53585ca7-341b9517.mp3],suffering,FALSE,~Freq 4000,1399818768841,Basic (and reversed card),,,,,,,,,,,,,,,870
ความผิด [sound:google-e3e51a42-932779d6-e1dd14b7-083d3bf6-88f78422.mp3],fault; mistake,FALSE,~Freq 4000,1399818768842,Basic (and reversed card),,,,,,,,,,,,,,,871
อย่างยิ่ง [sound:google-c5224749-d1b8574e-43a8a0fb-7aaa00a7-e850e29b.mp3],extremely,FALSE,~Freq 4000,1399818768843,Basic (and reversed card),,,,,,,,,,,,,,,872
สถานการณ์ [sound:google-809b7dcc-c23f8bdf-90e91a79-6c550f91-e9715a9c.mp3],situation; event,FALSE,~Freq 4000,1399818768844,Basic (and reversed card),,,,,,,,,,,,,,,873
สุ [sound:google-4df76a57-e928479c-b510714b-cad10b5f-ac64fbeb.mp3],(prefix) beautiful; auspicious,FALSE,~Freq 4000,1399818768845,Basic (and reversed card),,,,,,,,,,,,,,,874
ต่อสู้ [sound:google-6109d011-752e15f2-83e00245-58fd0429-b57bf2b9.mp3],battle; fight,FALSE,~Freq 4000,1399818768846,Basic (and reversed card),,,,,,,,,,,,,,,875
แพง [sound:google-215c73c3-dbd16392-e06857b0-2b765319-983ae1ed.mp3],expensive,FALSE,~Freq 4000,1399818768847,Basic (and reversed card),,,,,,,,,,,,,,,876
อันเป็น [sound:google-0217331a-1b223dcd-6940c763-f03f2968-ac147b87.mp3],accident; mishap,FALSE,~Freq 4000,1399818768848,Basic (and reversed card),,,,,,,,,,,,,,,877
ร้าย [sound:google-c309b8e1-b55af959-91945635-cf98e329-f4a862ce.mp3],evil,FALSE,~Freq 4000,1399818768849,Basic (and reversed card),,,,,,,,,,,,,,,878
ผี [sound:google-1ed3af90-e6cccb40-93e40356-ad232a2b-415d7cae.mp3],ghost,FALSE,~Freq 4000,1399818768850,Basic (and reversed card),,,,,,,,,,,,,,,879
รับผิดชอบ [sound:google-aaef8113-0016f8c9-96a9c14e-5725af25-f2621076.mp3],responsible,FALSE,~Freq 4000,1399818768851,Basic (and reversed card),,,,,,,,,,,,,,,880
หมายความ [sound:google-1431f5d2-c64f293c-c0722fd5-f684b59b-90175f46.mp3],mean,FALSE,~Freq 4000,1399818768852,Basic (and reversed card),,,,,,,,,,,,,,,881
สอบ [sound:google-8effde8d-d33326c3-4cd801b3-ef3fce80-a84d1417.mp3],exam,FALSE,~Freq 4000,1399818768853,Basic (and reversed card),,,,,,,,,,,,,,,882
แน่ [sound:google-9363fb03-a21b4b59-8156073e-f169d176-b105d75b.mp3],sure;certain,FALSE,~Freq 4000,1399818768854,Basic (and reversed card),,,,,,,,,,,,,,,883
ภายหลัง [sound:google-b5a72a61-62dbb03d-2dd365a6-03f05eb3-771eaf95.mp3],after,FALSE,~Freq 4000,1399818768855,Basic (and reversed card),,,,,,,,,,,,,,,884
เพียงพอ [sound:google-a256e530-4d928a60-07e6d540-70af2100-7bf3fbac.mp3],sufficient,FALSE,~Freq 4000,1399818768856,Basic (and reversed card),,,,,,,,,,,,,,,885
นั่นเอง [sound:google-5d8de36b-7b4863ea-6b8a198e-639083e4-d8ed4c2d.mp3],there; sure enough,FALSE,~Freq 4000,1399818768857,Basic (and reversed card),,,,,,,,,,,,,,,886
ล่วงหน้า [sound:google-01281b69-d7bf575e-e3b39f23-760ec741-c0aa17bc.mp3],"in advance, beforehand",FALSE,~Freq 4000,1399818768858,Basic (and reversed card),,,,,,,,,,,,,,,887
ชื่อเสียง [sound:google-9ffa24b0-afb8bf88-11a45093-1426125d-c9a4732e.mp3],reputation,FALSE,~Freq 4000,1399818768859,Basic (and reversed card),,,,,,,,,,,,,,,888
แท้ [sound:google-3e8e29e7-caa9499a-f9ec130a-2d5e85ee-e127ba31.mp3],genuine,FALSE,~Freq 4000,1399818768860,Basic (and reversed card),,,,,,,,,,,,,,,889
ต่อเนื่อง [sound:google-67eaf19e-a140e98b-d5551c89-48a6d282-f8e719e4.mp3],"to continue, carry on; continually",FALSE,~Freq 4000,1399818768861,Basic (and reversed card),,,,,,,,,,,,,,,890
กาย [sound:google-77ccdd1f-58c68cd4-cb919b56-55274083-761b973e.mp3],body,FALSE,~Freq 4000,1399818768862,Basic (and reversed card),,,,,,,,,,,,,,,891
แล [sound:google-e86d8fd9-444fe3a7-331a314a-126e3a9c-651daf84.mp3],look at; watch; truly,FALSE,~Freq 4000,1399818768863,Basic (and reversed card),,,,,,,,,,,,,,,892
ทั้งสิ้น [sound:google-98fa31d1-f4c7109d-eb49f7cb-db7f6ab2-03b48768.mp3],whole; all; entire,FALSE,~Freq 4000,1399818768864,Basic (and reversed card),,,,,,,,,,,,,,,893
โดน [sound:google-cb68f728-237a0885-2af69e83-40acb5e6-082f3883.mp3],hit; passive voice marker,FALSE,~Freq 4000,1399818768865,Basic (and reversed card),,,,,,,,,,,,,,,894
เสริม [sound:google-45b262df-5aebac50-e954c254-737b0605-c189728c.mp3],supplement; add,FALSE,~Freq 4000,1399818768866,Basic (and reversed card),,,,,,,,,,,,,,,895
ดูเหมือน [sound:google-f6c5718f-ff88d0e0-396860fe-200b45d9-bc207dfc.mp3],seems,FALSE,~Freq 4000,1399818768867,Basic (and reversed card),,,,,,,,,,,,,,,896
ปัญญา [sound:google-d7564742-ceb49470-f8365b1a-32d532da-f2a9c57e.mp3],wit; wisdom; intelligence,FALSE,~Freq 4000,1399818768868,Basic (and reversed card),,,,,,,,,,,,,,,897
ชา [sound:google-1528c786-6e70eb05-89f2ee24-4cd7de36-931f7b7d.mp3],tea,FALSE,~Freq 4000,1399818768869,Basic (and reversed card),,,,,,,,,,,,,,,898
เช้า [sound:google-7f74261f-a9c16941-4320813c-5f11ec07-c183e0fa.mp3],morning,FALSE,~Freq 4000,1399818768870,Basic (and reversed card),,,,,,,,,,,,,,,899
คา [sound:google-e1663487-8bc6c808-c5622125-11392ecb-c7fa0e85.mp3],to obstruct; to be stuck,FALSE,~Freq 4000,1399818768871,Basic (and reversed card),,,,,,,,,,,,,,,900
ปรับ[sound:google-7c6e6f67-314616e8-b2a7c7a1-3df10bb8-83847f0d.mp3],a fine (monetary); to improve,FALSE,~Freq 4000,1399818768572,Basic (and reversed card),,,,,,,,,,,,,,,601
วิชา[sound:google-7ccb7f34-ad428df8-1818b99b-1f9736d2-d2cd327b.mp3],subject,FALSE,~Freq 4000,1399818768573,Basic (and reversed card),,,,,,,,,,,,,,,602
เลื่อน[sound:google-119b6301-1b35a1a7-d9d86c12-357f9f05-64547e8e.mp3],slide; postpone,FALSE,~Freq 4000,1399818768574,Basic (and reversed card),,,,,,,,,,,,,,,603
เริ่มต้น[sound:google-304fbb59-59f8d09b-4b061199-d07941ab-7cc22de3.mp3],start; begin,FALSE,~Freq 4000,1399818768575,Basic (and reversed card),,,,,,,,,,,,,,,604
อาชีพ[sound:google-771ff4dd-5037c3d9-7a502ad0-9db1c289-93b93065.mp3],career; occupation,FALSE,~Freq 4000,1399818768576,Basic (and reversed card),,,,,,,,,,,,,,,605
แนว[sound:google-237a31dc-8a9057ac-9602807c-3b9d4668-b49a33c4.mp3],line; trend,FALSE,~Freq 4000,1399818768577,Basic (and reversed card),,,,,,,,,,,,,,,606
สมาชิก[sound:google-0948f006-34edcbf3-ff8bc696-0844d287-79968dc6.mp3],member,FALSE,~Freq 4000,1399818768578,Basic (and reversed card),,,,,,,,,,,,,,,607
ลึก[sound:google-1b2abe58-552a96d7-2850f797-40a93c69-594e6474.mp3],deep,FALSE,~Freq 4000,1399818768579,Basic (and reversed card),,,,,,,,,,,,,,,608
ตั้งใจ[sound:google-add769e0-9564c24d-39abf43a-d24130cc-be27914c.mp3],intend,FALSE,~Freq 4000,1399818768580,Basic (and reversed card),,,,,,,,,,,,,,,609
จิตใจ[sound:google-74bf642f-cfb6aa8c-ecf8d7b9-94dab64b-1712d210.mp3],mind; mental,FALSE,~Freq 4000,1399818768581,Basic (and reversed card),,,,,,,,,,,,,,,610
จนกระทั่ง[sound:google-4ebb2f9c-59ae513c-bfd28215-3d061fd2-11e43a84.mp3],until,FALSE,~Freq 4000,1399818768582,Basic (and reversed card),,,,,,,,,,,,,,,611
แนะนำ[sound:google-d2a83e58-5513d882-f45fa6c6-b92e49d3-a2e60a99.mp3],recommend,FALSE,~Freq 4000,1399818768583,Basic (and reversed card),,,,,,,,,,,,,,,612
เรียนรู้[sound:google-cbc8eed1-38458a2b-0fd7be31-7afd3fb5-51476605.mp3],study,FALSE,~Freq 4000,1399818768584,Basic (and reversed card),,,,,,,,,,,,,,,613
รายการ[sound:google-21ae06c7-5a8a6965-9f3aaf19-2e8f6c2f-41048f4e.mp3],list,FALSE,~Freq 4000,1399818768585,Basic (and reversed card),,,,,,,,,,,,,,,614
ต่างประเทศ[sound:google-60009e56-9ceaf14d-7bdf8be2-cbf08e7d-8b4326e5.mp3],foreign,FALSE,~Freq 4000,1399818768586,Basic (and reversed card),,,,,,,,,,,,,,,615
หมายถึง[sound:google-3767531b-fc52dfdf-145cb40c-799bf7c4-ecbd5e74.mp3],"to mean (connote, denote); have a meaning&nbsp;",FALSE,~Freq 4000,1399818768587,Basic (and reversed card),,,,,,,,,,,,,,,616
ดำเนินการ[sound:google-7dac4e9b-d49576d5-dd71b7e7-ff3aadb6-48cb82b3.mp3],"<div>to operate or run (equipment, a company, a business); to execute (a plan)</div><div><br /></div>",FALSE,~Freq 4000,1399818768588,Basic (and reversed card),,,,,,,,,,,,,,,617
กล้า[sound:google-adac90d5-cde9184e-17bf4de7-e0c442f5-4b01f98d.mp3],brave,FALSE,~Freq 4000,1399818768589,Basic (and reversed card),,,,,,,,,,,,,,,618
ชั่วโมง[sound:google-1ac86218-29b2a105-4983d9dd-869d7069-b6dc33e3.mp3],hour,FALSE,~Freq 4000,1399818768590,Basic (and reversed card),,,,,,,,,,,,,,,619
เกี่ยวข้อง[sound:เกี่ยวข้อง.mp3],involved; concerned,FALSE,~Freq 4000,1399818768591,Basic (and reversed card),,,,,,,,,,,,,,,620
ปาก[sound:google-e3b9a68d-64117a40-3a884924-f8c9fa2d-802b455d.mp3],mouth,FALSE,~Freq 4000,1399818768592,Basic (and reversed card),,,,,,,,,,,,,,,621
ที่สำคัญ[sound:google-087a4a38-653349e8-fe5cbf76-ead73be5-61cf8a2e.mp3],which is important,FALSE,~Freq 4000,1399818768593,Basic (and reversed card),,,,,,,,,,,,,,,622
คอย,wait,FALSE,~Freq 4000,1399818768594,Basic (and reversed card),,,,,,,,,,,,,,,623
ได้แก่[sound:google-36184d72-e2b1dec9-31252339-490f7667-abea16d2.mp3],namely; that is…,FALSE,~Freq 4000,1399818768595,Basic (and reversed card),,,,,,,,,,,,,,,624
ล้าง[sound:google-3e0ff357-32b92527-fd748c5b-a167d3c7-0e1da9d1.mp3],wash,FALSE,~Freq 4000,1399818768596,Basic (and reversed card),,,,,,,,,,,,,,,625
เนื้อ[sound:google-96eca446-bfe2a85a-a4891417-376483cd-b7ba19bc.mp3],meat; content,FALSE,~Freq 4000,1399818768597,Basic (and reversed card),,,,,,,,,,,,,,,626
ทำลาย[sound:google-5198fe4a-adc6a7d6-a13575d3-c05d8246-de36b11b.mp3],destroy,FALSE,~Freq 4000,1399818768598,Basic (and reversed card),,,,,,,,,,,,,,,627
กระทบ[sound:google-7f7402c1-a5fd8082-2aa096a3-e868668d-44320393.mp3],"<div>to strike against or collide with, to hit, to crash</div><div><br /></div>",FALSE,~Freq 4000,1399818768599,Basic (and reversed card),,,,,,,,,,,,,,,628
หัวใจ[sound:google-10662e99-4561e69d-6990d022-9c71a56c-04432a83.mp3],heart,FALSE,~Freq 4000,1399818768600,Basic (and reversed card),,,,,,,,,,,,,,,629
ครบ[sound:google-12cd8bd8-824e94ac-97a5661a-1b547bb2-aefa1a0b.mp3],fully; completely,FALSE,~Freq 4000,1399818768601,Basic (and reversed card),,,,,,,,,,,,,,,630
ผ้า[sound:google-b53f8451-9e03f171-29cb9eef-75c16354-0cc0a38e.mp3],fabric,FALSE,~Freq 4000,1399818768602,Basic (and reversed card),,,,,,,,,,,,,,,631
ขณะ[sound:google-2932db7f-84e32fb8-e2259d03-cd2acd10-23a4d3ef.mp3],while,FALSE,~Freq 4000,1399818768603,Basic (and reversed card),,,,,,,,,,,,,,,632
เตรียม[sound:เตรียม.mp3],to prepare; get ready,FALSE,~Freq 4000,1399818768604,Basic (and reversed card),,,,,,,,,,,,,,,633
หัวหน้า[sound:google-390fd053-69bea312-ffbc98df-a31507a4-bcf46c33.mp3],chief; boss,FALSE,~Freq 4000,1399818768605,Basic (and reversed card),,,,,,,,,,,,,,,634
กลัว[sound:google-90b29a00-a4610074-b1b0bf9e-90103196-ecbf2c09.mp3],afraid,FALSE,~Freq 4000,1399818768606,Basic (and reversed card),,,,,,,,,,,,,,,635
ก็ดี[sound:google-15758748-00ae21b1-ea9ca44b-bfa275a5-65873563.mp3],be quite good;  not bad,FALSE,~Freq 4000,1399818768607,Basic (and reversed card),,,,,,,,,,,,,,,636
อนาคต[sound:google-62479aa5-4c3b6071-6f33c61b-f67ba308-628d32e8.mp3],future,FALSE,~Freq 4000,1399818768608,Basic (and reversed card),,,,,,,,,,,,,,,637
แตกต่าง[sound:แตกต่าง.mp3],differ,FALSE,~Freq 4000,1399818768609,Basic (and reversed card),,,,,,,,,,,,,,,638
หมู่บ้าน[sound:google-0e823e2e-b8c2a6a4-501fd5c5-9d16084a-62132290.mp3],village,FALSE,~Freq 4000,1399818768610,Basic (and reversed card),,,,,,,,,,,,,,,639
ยึด[sound:google-b1579e3d-3e0b492e-c709a34f-dc9e9a91-6e2abefd.mp3],hold; seize; confiscate,FALSE,~Freq 4000,1399818768611,Basic (and reversed card),,,,,,,,,,,,,,,640
ไร่[sound:google-d69e634d-b9075254-4ede1e31-dd702420-3613738f.mp3],farm; unit of measurement for land,FALSE,~Freq 4000,1399818768612,Basic (and reversed card),,,,,,,,,,,,,,,641
นั่น,that,FALSE,~Freq 4000,1399818768613,Basic (and reversed card),,,,,,,,,,,,,,,642
ถูกต้อง[sound:ถูกต้อง.mp3],correct; accurate; true,FALSE,~Freq 4000,1399818768614,Basic (and reversed card),,,,,,,,,,,,,,,643
วา[sound:google-99ba51f8-54be4f4f-18128ed7-d944906d-8a05ca15.mp3],(unit of measurement); to outstretch arms,FALSE,~Freq 4000,1399818768615,Basic (and reversed card),,,,,,,,,,,,,,,644
เอก[sound:google-7e635a70-cba7c748-2875f093-f55e76f1-07ae646e.mp3],sole; solitary; single. &nbsp;low (tone),FALSE,~Freq 4000,1399818768616,Basic (and reversed card),,,,,,,,,,,,,,,645
หนี[sound:google-cffb4cd2-b31e8d10-5d95e53f-90d21410-8a8fee7f.mp3],escape; flee,FALSE,~Freq 4000,1399818768617,Basic (and reversed card),,,,,,,,,,,,,,,646
ล่าง[sound:google-0653f23f-676640a8-70f9044b-755fac5f-07df4fd2.mp3],lower; below; under,FALSE,~Freq 4000,1399818768618,Basic (and reversed card),,,,,,,,,,,,,,,647
สังเกต[sound:สังเกต.mp3],to notice,FALSE,~Freq 4000,1399818768619,Basic (and reversed card),,,,,,,,,,,,,,,648
ศิลปะ[sound:ศิลปะ.mp3],art,FALSE,~Freq 4000,1399818768620,Basic (and reversed card),,,,,,,,,,,,,,,649
สวย[sound:google-2275873b-bfb8926a-b3e17b34-019969fd-b24b73cf.mp3],beautiful,FALSE,~Freq 4000,1399818768621,Basic (and reversed card),,,,,,,,,,,,,,,650
ทำหน้าที่[sound:google-d6de7e11-155547bb-2ab7ccbe-956017a3-bae98094.mp3],do duty,FALSE,~Freq 4000,1399818768622,Basic (and reversed card),,,,,,,,,,,,,,,651
บ่อย[sound:google-375ac146-208ba52a-7f3f27fe-d46fb4a6-7d79f07a.mp3],frequent,FALSE,~Freq 4000,1399818768623,Basic (and reversed card),,,,,,,,,,,,,,,652
บุญ[sound:google-47ce262f-90640add-5f010d9b-a79617bd-4d3ab3e9.mp3],merit,FALSE,~Freq 4000,1399818768624,Basic (and reversed card),,,,,,,,,,,,,,,653
แสง[sound:google-a5bf8cf4-2b4c66af-743a32d3-d6564fe0-45f5fbc5.mp3],light,FALSE,~Freq 4000,1399818768625,Basic (and reversed card),,,,,,,,,,,,,,,654
ประสบ[sound:google-f837f7c0-e231b476-1e639b60-a60b728d-13b65d71.mp3],experience; encounter; meet,FALSE,~Freq 4000,1399818768626,Basic (and reversed card),,,,,,,,,,,,,,,655
ไฟ,fire,FALSE,~Freq 4000,1399818768627,Basic (and reversed card),,,,,,,,,,,,,,,656
บรรดา[sound:บรรดา.mp3],those; all,FALSE,~Freq 4000,1399818768628,Basic (and reversed card),,,,,,,,,,,,,,,657
ตัวอย่าง[sound:ตัวอย่าง.mp3],sample; example; instance,FALSE,~Freq 4000,1399818768629,Basic (and reversed card),,,,,,,,,,,,,,,658
ฟ้า[sound:google-2260086b-d59e2102-7b5a8b48-a363c6dd-4e28f8da.mp3],sky; heaven; blue,FALSE,~Freq 4000,1399818768630,Basic (and reversed card),,,,,,,,,,,,,,,659
อธิบาย[sound:google-d8a6c197-0a9f31a2-d35fc41a-37053717-b63109e4.mp3],explain,FALSE,~Freq 4000,1399818768631,Basic (and reversed card),,,,,,,,,,,,,,,660
เห็นด้วย[sound:google-f60b298a-c2272c17-e557567f-b07e5956-1686fc52.mp3],agree,FALSE,~Freq 4000,1399818768632,Basic (and reversed card),,,,,,,,,,,,,,,661
ขั้น[sound:google-41090f09-d135ef9c-7179c24d-eefda823-a850f4b7.mp3],step; grade; rank<div><br /></div>,FALSE,~Freq 4000,1399818768633,Basic (and reversed card),,,,,,,,,,,,,,,662
กิจกรรม[sound:กิจกรรม.mp3],activity,FALSE,~Freq 4000,1399818768634,Basic (and reversed card),,,,,,,,,,,,,,,663
ธุรกิจ[sound:google-639de5f9-2fa7852f-ef76b381-b75f938e-8ccc60f2.mp3],business,FALSE,~Freq 4000,1399818768635,Basic (and reversed card),,,,,,,,,,,,,,,664
กระทรวง[sound:google-64b89fe6-52648a86-531bf70e-c5475a34-d0d73060.mp3],ministry,FALSE,~Freq 4000,1399818768636,Basic (and reversed card),,,,,,,,,,,,,,,665
เส้น[sound:google-f93b0388-f9a7295a-048dda08-7008deed-df1cd2ba.mp3],line,FALSE,~Freq 4000,1399818768637,Basic (and reversed card),,,,,,,,,,,,,,,666
สภา[sound:google-00bcd06e-ca343e11-36f1cc80-fc4fabf3-95e2310d.mp3],council; assembly,FALSE,~Freq 4000,1399818768638,Basic (and reversed card),,,,,,,,,,,,,,,667
สรุป[sound:สรุป.mp3],conclusion; to summarize,FALSE,~Freq 4000,1399818768639,Basic (and reversed card),,,,,,,,,,,,,,,668
เจริญ[sound:เจริญ.mp3],to grow; prosper; progress; prosperity,FALSE,~Freq 4000,1399818768640,Basic (and reversed card),,,,,,,,,,,,,,,669
ประการ[sound:google-4788c4de-f0857fe8-686af65d-8de90ef2-37a9aa5b.mp3],type; kind; sort,FALSE,~Freq 4000,1399818768641,Basic (and reversed card),,,,,,,,,,,,,,,670
ช่าง[sound:google-a729d01f-5d381fe4-fd9d0c98-591173a5-c863c7a9.mp3],technician,FALSE,~Freq 4000,1399818768642,Basic (and reversed card),,,,,,,,,,,,,,,671
ละคร[sound:google-f260cabc-8e374df5-f0c5bed7-8b4cbbc2-5ae8f7b6.mp3],drama,FALSE,~Freq 4000,1399818768643,Basic (and reversed card),,,,,,,,,,,,,,,672
กรุง[sound:google-cc5a2ab8-179b5e40-e1d17aff-fd104fe7-f669da5a.mp3],capital city; city,FALSE,~Freq 4000,1399818768644,Basic (and reversed card),,,,,,,,,,,,,,,673
สืบ[sound:google-0f5658ae-8923e15d-b8b9d7d3-dc3e379a-8b1f5456.mp3],investigate; track,FALSE,~Freq 4000,1399818768645,Basic (and reversed card),,,,,,,,,,,,,,,674
ทำการ[sound:google-f8023359-e6196be7-e8887353-e1831923-07c49dad.mp3],work; operate; do,FALSE,~Freq 4000,1399818768646,Basic (and reversed card),,,,,,,,,,,,,,,675
โรค[sound:google-05fe0b07-6459f9f4-88767e29-37b6e258-f6e11739.mp3],disease,FALSE,~Freq 4000,1399818768647,Basic (and reversed card),,,,,,,,,,,,,,,676
สวน[sound:google-788b2bb4-1be866b8-b8827a3e-b6b3a06f-9adbb1ef.mp3],garden,FALSE,~Freq 4000,1399818768648,Basic (and reversed card),,,,,,,,,,,,,,,677
หวัง[sound:หวัง.mp3],hope,FALSE,~Freq 4000,1399818768649,Basic (and reversed card),,,,,,,,,,,,,,,678
ห่าง[sound:google-00b66d06-ef376c93-a60b91ad-b93e42fa-652bf8ae.mp3],far,FALSE,~Freq 4000,1399818768650,Basic (and reversed card),,,,,,,,,,,,,,,679
แต่งงาน[sound:google-d15b2711-a5ef573f-652037b3-90dd4edf-aa5bf3fb.mp3],married,FALSE,~Freq 4000,1399818768651,Basic (and reversed card),,,,,,,,,,,,,,,680
จ่าย[sound:google-5561ee59-d39f88b9-b0557cbc-ca25e86c-373bf58c.mp3],pay,FALSE,~Freq 4000,1399818768652,Basic (and reversed card),,,,,,,,,,,,,,,681
เย็น[sound:google-97ba4095-7e9f269a-9d629018-08383078-a33804c4.mp3],cold,FALSE,~Freq 4000,1399818768653,Basic (and reversed card),,,,,,,,,,,,,,,682
ลอง[sound:google-08e1cacc-a66e294e-5a4f1379-e386ef29-013a2512.mp3],to try,FALSE,~Freq 4000,1399818768654,Basic (and reversed card),,,,,,,,,,,,,,,683
พรรค[sound:google-88669c6b-7000e6cb-e088911a-be7475d0-2e26d92b.mp3],party; group of people,FALSE,~Freq 4000,1399818768655,Basic (and reversed card),,,,,,,,,,,,,,,684
ยืน[sound:google-b2fd6e7d-d28f5556-a0038bee-700b8516-3ed3018c.mp3],stand,FALSE,~Freq 4000,1399818768656,Basic (and reversed card),,,,,,,,,,,,,,,685
สงคราม[sound:google-ba7ba41f-fcfb37c9-ae72ec2a-addaaaee-dd84e6d0.mp3],war,FALSE,~Freq 4000,1399818768657,Basic (and reversed card),,,,,,,,,,,,,,,686
เจอ[sound:google-569488cf-b974cb61-67e86d92-b3179ad3-e2d6aa55.mp3],meet,FALSE,~Freq 4000,1399818768658,Basic (and reversed card),,,,,,,,,,,,,,,687
นักศึกษา[sound:นักศึกษา.mp3],student,FALSE,~Freq 4000,1399818768659,Basic (and reversed card),,,,,,,,,,,,,,,688
ผู้นำ[sound:google-213ed6bf-78cab544-849bb8d8-e14ca038-a2d1d6af.mp3],leader,FALSE,~Freq 4000,1399818768660,Basic (and reversed card),,,,,,,,,,,,,,,689
เข้าสู่[sound:google-a1fe243d-ec2b2abf-5fcc9900-1016a3ad-186b7966.mp3],to move towards; enter,FALSE,~Freq 4000,1399818768661,Basic (and reversed card),,,,,,,,,,,,,,,690
คณะกรรมการ[sound:google-6216c0c4-4f55297b-9a5b4746-28b2f09e-500de9aa.mp3],council; group; faculty,FALSE,~Freq 4000,1399818768662,Basic (and reversed card),,,,,,,,,,,,,,,691
ทุน[sound:google-699923c3-0c9eadb8-39293de8-7fa0aba7-52e3a4c5.mp3],fund,FALSE,~Freq 4000,1399818768663,Basic (and reversed card),,,,,,,,,,,,,,,692
ขณะที่[sound:google-c31b555f-dfebc580-ff84a5a6-f9a401a6-331f2c49.mp3],the moment when,FALSE,~Freq 4000,1399818768664,Basic (and reversed card),,,,,,,,,,,,,,,693
ความสามารถ[sound:ความสามารถ.mp3],ability,FALSE,~Freq 4000,1399818768665,Basic (and reversed card),,,,,,,,,,,,,,,694
รุนแรง[sound:google-ae69ce72-932fb7c2-8416ad86-6126deda-ff9c8bd4.mp3],severe; violent,FALSE,~Freq 4000,1399818768666,Basic (and reversed card),,,,,,,,,,,,,,,695
ร่างกาย[sound:google-1138d482-d03ff458-08e74417-5828876c-72efe996.mp3],body; physique,FALSE,~Freq 4000,1399818768667,Basic (and reversed card),,,,,,,,,,,,,,,696
ขยาย[sound:ขยาย.mp3],to expand; amplify,FALSE,~Freq 4000,1399818768668,Basic (and reversed card),,,,,,,,,,,,,,,697
แสน[sound:google-4641e877-52f9d0dd-6a84f126-fff79b3c-c4e67b35.mp3],"extremely; 100,000",FALSE,~Freq 4000,1399818768669,Basic (and reversed card),,,,,,,,,,,,,,,698
ใกล้ชิด[sound:google-ef21a548-abc90622-dbd4edc7-56651f60-cfd43f0b.mp3],adjacent; next to,FALSE,~Freq 4000,1399818768670,Basic (and reversed card),,,,,,,,,,,,,,,699
นก[sound:google-2e02ae4d-d681fd87-429c2762-9f10156a-8277298e.mp3],bird,FALSE,~Freq 4000,1399818768671,Basic (and reversed card),,,,,,,,,,,,,,,700
ถนัด [sound:google-3dd159f7-14200a74-bfb26081-11e4b699-66d25691.mp3],be skilled; be convenient,FALSE,~Freq 4000,1399818769372,Basic (and reversed card),,,,,,,,,,,,,,,1401
