Word,In Anki?
ในขณะที่,False
เริ่ม,True
สาม,True
สูง,True
ทั้งหมด,False
อื่น,True
กลายเป็น,False
ที่สุด,True
ระหว่าง,True
เกิดขึ้น,False
ตระกูล,False
เกิน,True
ประธาน,False
เก่า,True
ใช่,False
บ้าน,True
แสดง,False
อีกครั้ง,False
นักเรียน,True
ดังนั้น,True
ดูเหมือน,False
อาจ,False
ส่วนหนึ่ง,False
ได้ยิน,True
ของมัน,False
สถานที่,False
ปัญหา,False
ที่ไหน,True
เชื่อ,True
ประเทศ,False
เสมอ,False
สัปดาห์,True
จุด,True
มือ,True
ปิด,True
เล่น,True
เปลี่ยน,False
น้อย,False
กลุ่ม,True
เช่น,False
ขัดต่อ,False
วิ่ง,True
ผู้ชาย,True
เกี่ยวกับ,False
กรณี,False
คำถาม,True
งาน,True
กลางคืน,True
สด,True
เกม,False
ตัวเลข,False
เขียน,True
นำมา,False
ปราศจาก,False
เงิน,True
มาก,True
ที่สุด,True
หนังสือ,False
ระบบ,False
รัฐบาล,True
ต่อไป,False
เมือง,True
บริษัท,True
เรื่องราว,False
วันนี้,True
งาน,True
เคลื่อนไหว,False
ต้อง,True
แย่,True
เพื่อน,True
ในระหว่าง,False
เริ่ม,True
รัก,True
แต่ละ,False
ถือ,True
แตกต่าง,False
อเมริกัน,False
เล็กน้อย,False
ก่อน,True
เคย,True
คำ,True
ข้อเท็จจริง,False
ขวา,True
อ่าน,True
อะไรก็ตาม,False
ไม่มีอะไร,False
แน่นอน,True
เล็ก,True
เดือน,True
โปรแกรม,False
อาจจะ,True
ขวา,True
ภายใต้,False
ธุรกิจ,True
บ้าน,True
ใจดี,True
หยุด,True
จ่าย,True
ศึกษา,False
ตั้งแต่,True
ปัญหา,False
ชื่อ,False
ความคิด,True
ห้อง,True
เปอร์เซ็นต์,False
ไกล,True
ห่างออกไป,False
กฎ,False
จริงๆแล้ว,False
ใหญ่,True
แม้ว่า,False
จัดเตรียม,False
สูญเสีย,False
พลัง,False
เด็ก,True
สงคราม,False
เข้าใจ,True
ศีรษะ,False
แม่,True
จริง,False
ดีที่สุด,True
ทีม,False
ดวงตา,False
ยาว,True
ยาว,True
ด้านข้าง,False
น้ำ,True
หนุ่มสาว,False
รอ,True
ตกลง,True
ทั้งสอง,False
ยัง,True
หลังจาก,False
พบกัน,False
บริการ,True
พื้นที่,False
สำคัญ,True
บุคคล,False
เฮ้,False
ขอบคุณ,False
มาก,True
บางคน,False
จบ,True
เปลี่ยน,False
อย่างไรก็ตาม,False
เท่านั้น,False
รอบ ๆ,False
ชั่วโมง,False
ทุกอย่าง,False
ระดับชาติ,False
สี่,True
ไลน์,False
สาว,False
รอบ ๆ,False
ดู,True
จนกระทั่ง,False
พ่อ,True
นั่ง,True
สร้าง,False
ข้อมูล,False
รถยนต์,True
เรียนรู้,False
น้อยที่สุด,False
แล้ว,False
ฆ่า,False
นาที,True
งานสังสรรค์,False
รวม,False
ยืน,True
ด้วยกัน,False
กลับ,True
ติดตาม,False
สุขภาพ,True
จดจำ,False
บ่อยครั้ง,False
เหตุผล,False
พูด,True
ที่ผ่านมา,False
ชุด,True
สีดำ,True
สมาชิก,False
ชุมชน,False
ครั้งหนึ่ง,False
ทางสังคม,False
ข่าว,True
อนุญาต,False
ชนะ,False
ร่างกาย,False
ตะกั่ว,False
ดำเนินต่อ,False
ไม่ว่า,False
เพียงพอ,False
ใช้จ่าย,False
ระดับ,False
สามารถ,False
ทางการเมือง,False
เกือบ,True
เด็กผู้ชาย,True
มหาวิทยาลัย,True
ก่อน,True
อยู่,True
เพิ่ม,False
ภายหลัง,False
เปลี่ยน,False
ห้า,True
อาจจะ,True
ศูนย์,True
ท่ามกลาง,False
ใบหน้า,False
สาธารณะ,False
ตาย,True
อาหาร,True
อื่น,True
ประวัติศาสตร์,True
ซื้อ,True
ผลลัพธ์,False
เช้า,True
ปิด,True
พ่อแม่,False
สำนักงาน,True
คอร์ส,False
ส่ง,False
งานวิจัย,False
เดิน,True
ประตู,True
สีขาว,True
หลาย,True
ศาล,False
บ้าน,True
เติบโต,False
ดีกว่า,True
เปิด,True
ช่วงเวลา,False
รวมทั้ง,False
พิจารณา,False
ทั้งสอง,False
เช่น,False
เล็กน้อย,False
ภายใน,False
ที่สอง,False
ช้า,True
ถนน,False
ฟรี,False
ดีกว่า,True
ทุกคน,False
นโยบาย,False
ตาราง,False
ขอโทษ,False
ดูแล,True
ต่ำ,True
มนุษย์,False
โปรด,True
หวัง,True
จริง,False
กระบวนการ,False
ครู,True
ข้อมูล,False
เสนอ,False
ความตาย,False
ทั้งหมด,False
ประสบการณ์,False
วางแผน,False
ง่าย,True
การศึกษา,False
สร้าง,False
คาดหวัง,False
ตก,True
ตัวเขาเอง,False
อายุ,False
แข็ง,False
ความรู้สึก,False
ข้าม,True
แสดง,False
แต่แรก,False
วิทยาลัย,False
ดนตรี,False
ปรากฏ,False
จิตใจ,False
ระดับ,False
ตำรวจ,False
ใช้,True
ผล,False
ฤดูกาล,False
ภาษี,False
หัวใจ,False
ลูกชาย,True
ศิลปะ,False
เป็นไปได้,False
ให้บริการ,False
หยุดพัก,False
แม้ว่า,False
จบ,True
ตลาด,True
สม่ำเสมอ,False
อากาศ,True
บังคับ,False
จำเป็นต้อง,False
เท้า,True
ขึ้น,True
ฟัง,False
เห็นด้วย,False
ตาม,True
ใครก็ได้,False
ที่รัก,False
ผิด,True
รัก,True
ตัด,True
ตัดสินใจ,True
สาธารณรัฐ,False
เต็ม,True
ด้านหลัง,False
ผ่าน,True
น่าสนใจ,False
บางครั้ง,True
ความปลอดภัย,False
กิน,True
รายงาน,True
ควบคุม,False
ประเมินค่า,False
ท้องถิ่น,False
แนะนำ,True
รายงาน,True
ชาติ,True
ขาย,True
หนังบู๊,False
สนับสนุน,False
ภรรยา,False
การตัดสินใจ,False
ได้รับ,False
ค่า,False
ฐาน,True
เลือก,True
โทรศัพท์,True
ขอบใจ,False
เหตุการณ์,False
ขับ,True
แข็งแกร่ง,False
เข้าถึง,False
ยังคง,False
อธิบาย,True
งาน,True
ตี,True
ดึง,False
คริสตจักร,False
แบบอย่าง,False
บางที,True
ความสัมพันธ์,False
หก,True
ละเอียด,False
ภาพยนตร์,False
สนาม,True
ยก,True
น้อย,False
ผู้เล่น,False
คู่,True
ล้าน,True
ตัวพวกเขาเอง,False
บันทึก,False
โดยเฉพาะ,False
ความแตกต่าง,False
แสงสว่าง,False
การพัฒนา,False
รัฐบาลกลาง,False
อดีต,False
บทบาท,False
สวย,True
ตัวฉันเอง,False
ดู,True
ราคา,True
ความพยายาม,False
ดี,True
ค่อนข้าง,False
ตาม,True
เสียง,False
ในที่สุด,False
แผนก,False
ทั้ง,True
ไปทาง,False
หัวหน้า,True
เพราะ,True
รูปถ่าย,False
สวมใส่,False
ช่องว่าง,False
โครงการ,False
กลับ,True
ตำแหน่ง,False
พิเศษ,True
ล้าน,True
ฟิล์ม,False
ความต้องการ,False
วิชาเอก,False
พิมพ์,False
เมือง,True
บทความ,False
ถนน,False
รูปร่าง,False
โอกาส,True
ยา,True
เศรษฐกิจ,False
สถานการณ์,True
เลือก,True
ฝึกฝน,False
สาเหตุ,False
มีความสุข,True
ศาสตร์,False
เข้าร่วม,False
สอน,True
แต่แรก,False
พัฒนา,False
แบ่งปัน,False
ตัวคุณเอง,False
พก,False
แจ่มใส,False
พี่ชาย,True
วัตถุ,False
ตาย,True
ภาพ,False
ดาว,False
ค่าใช้จ่าย,False
อย่างง่าย,False
โพสต์,False
สังคม,False
รูปภาพ,True
ชิ้นส่วน,False
กระดาษ,True
พลังงาน,False
ส่วนตัว,True
อาคาร,False
ทหาร,True
เปิด,True
หมอ,True
กิจกรรม,False
อย่างแน่นอน,False
อเมริกัน,False
สื่อ,False
นางสาว,False
หลักฐาน,False
ผลิตภัณฑ์,False
ตระหนัก,False
บันทึก,False
แขน,True
เทคโนโลยี,False
จับ,True
ความคิดเห็น,False
ดู,True
ภาคเรียน,False
สี,False
ปิดบัง,False
บรรยาย,False
เดา,False
ทางเลือก,False
แหล่งที่มา,False
แม่,True
เร็ว ๆ นี้,False
ผู้อำนวยการ,False
ระหว่างประเทศ,False
กฎ,False
แคมเปญ,False
พื้น,True
การเลือกตั้ง,False
ใบหน้า,False
เอ่อ,False
ตรวจสอบ,False
หน้าหนังสือ,False
ต่อสู้,False
ตัวเอง,False
ทดสอบ,False
อดทน,False
ผลิต,False
แน่ใจ,False
อะไรก็ตาม,False
ครึ่ง,True
วีดีโอ,False
สนับสนุน,False
โยน,False
ที่สาม,False
ดูแล,True
พักผ่อน,False
ล่าสุด,True
มีอยู่,False
ขั้นตอน,False
พร้อม,True
โอกาส,True
เป็นทางการ,False
น้ำมัน,True
เรียก,False
องค์กร,False
อักขระ,False
เดี่ยว,False
หมุนเวียน,False
เป็นไปได้,False
เขต,True
อนาคต,False
พ่อ,True
ของใคร,False
น้อย,False
ยิง,False
อุตสาหกรรม,False
ที่สอง,False
รายการ,True
ทั่วไป,True
สิ่งของ,False
รูป,True
ความสนใจ,False
ลืม,True
เสี่ยง,False
ไม่,False
จุดสนใจ,False
สั้น,True
ไฟ,False
สุนัข,True
สีแดง,True
ผม,True
จุด,True
สภาพ,True
กำแพง,False
ลูกสาว,True
ก่อน,True
ข้อเสนอ,False
ผู้เขียน,False
ความจริง,False
เมื่อ,False
สามี,True
ระยะเวลา,False
ชุด,True
คำสั่ง,True
เจ้าหน้าที่,False
ปิด,True
ที่ดิน,False
บันทึก,False
คอมพิวเตอร์,True
คิด,True
เศรษฐกิจ,False
เป้าหมาย,False
ธนาคาร,True
พฤติกรรม,False
เสียง,False
ข้อเสนอ,False
แน่นอน,True
เกือบ,True
เพิ่ม,False
กระทำ,False
ทิศเหนือ,False
ดี,True
เลือด,True
วัฒนธรรม,True
ทางการแพทย์,False
ตกลง,True
ทุกคน,False
สูงสุด,False
ยาก,True
ปิด,True
ภาษา,False
หน้าต่าง,True
การตอบสนอง,False
ประชากร,False
โกหก,True
ต้นไม้,False
สวน,True
คนงาน,False
วาด,False
วางแผน,False
หยด,False
ดัน,False
โลก,True
สาเหตุ,False
ต่อ,True
ส่วนตัว,True
คืนนี้,False
แข่ง,False
กว่า,True
จดหมาย,False
อื่น ๆ,False
ปืน,False
เรียบง่าย,False
คอร์ส,False
สิ่งมหัศจรรย์,False
มีส่วนร่วม,False
นรก,False
ยากจน,False
แต่ละ,False
คำตอบ,True
ธรรมชาติ,False
การบริหาร,False
ทั่วไป,True
ไม่,False
แข็ง,False
ข้อความ,False
เพลง,True
เพลิดเพลิน,False
คล้ายกัน,False
รัฐสภา,False
จู่โจม,False
อดีต,False
ร้อน,True
แสวงหา,False
จำนวน,False
การวิเคราะห์,False
เก็บ,True
ป้องกัน,False
ใบแจ้งหนี้,False
ชอบ,True
เซลล์,False
ห่างออกไป,False
ประสิทธิภาพ,False
โรงพยาบาล,True
เตียง,False
กระดาน,False
ปกป้อง,False
ศตวรรษ,False
ฤดูร้อน,True
วัสดุ,False
รายบุคคล,False
เร็ว ๆ นี้,False
ตัวอย่าง,False
แทน,False
เติม,True
สถานะ,False
สถานที่,False
สัตว์,True
ล้มเหลว,False
ปัจจัย,False
เป็นธรรมชาติ,False
ท่าน,False
หน่วยงาน,False
โดยปกติ,False
สำคัญ,True
ช่วย,True
ความสามารถ,False
ไมล์,False
คำให้การ,False
ทั้งหมด,False
ประชาธิปัตย์,False
พื้น,True
จริงจัง,False
อาชีพ,True
ดอลลาร์,False
โหวต,False
เพศ,False
เปรียบเทียบ,True
ใต้,True
ซึ่งไปข้างหน้า,False
เรื่อง,True
การเงิน,False
แยกแยะ,False
สวย,True
ทศวรรษ,False
นิดหน่อย,True
ลด,True
น้องสาว,True
คุณภาพ,False
อย่างรวดเร็ว,False
กระทำ,False
กด,False
กังวล,True
ยอมรับ,False
เข้าสู่,False
กล่าวถึง,False
เสียง,False
ดังนั้น,True
ปลูก,False
ความเคลื่อนไหว,False
ฉาก,False
ส่วน,True
การรักษา,False
ประสงค์,False
ประโยชน์,True
น่าสนใจ,False
ตะวันตก,False
ผู้สมัคร,False
เข้าใกล้,False
กำหนด,True
ทรัพยากร,False
เรียกร้อง,False
คำตอบ,True
พิสูจน์,True
เรียงลำดับ,False
เพียงพอ,False
ขนาด,True
ใครบางคน,False
ความรู้,False
ค่อนข้าง,False
แขวน,False
กีฬา,True
โทรทัศน์,False
การสูญเสีย,False
โต้แย้ง,False
ซ้าย,True
บันทึก,False
การประชุม,True
ทักษะ,False
การ์ด,False
ความรู้สึก,False
ถึงอย่างไรก็ตาม,False
ระดับ,False
อาชญากรรม,False
นั่น,False
เข้าสู่ระบบ,False
เกิดขึ้น,False
จินตนาการ,True
โหวต,False
ใกล้,True
กษัตริย์,False
กล่อง,False
ปัจจุบัน,False
รูป,True
เจ็ด,True
ต่างชาติ,False
หัวเราะ,True
โรค,False
ผู้หญิง,True
เกิน,True
หารือ,False
เสร็จ,True
ออกแบบ,False
กังวล,True
ลูกบอล,False
ทิศตะวันออก,False
จำได้,False
นำมาใช้,False
เตรียมตัว,False
เครือข่าย,False
ใหญ่,True
ความสำเร็จ,False
อำเภอ,True
ถ้วย,True
ชื่อ,False
ทางกายภาพ,False
การเจริญเติบโต,False
ลุกขึ้น,False
สวัสดี,False
มาตรฐาน,False
บังคับ,False
เข้าสู่ระบบ,False
พัดลม,False
ทฤษฎี,False
พนักงาน,True
เจ็บ,True
ถูกกฎหมาย,False
กันยายน,False
ชุด,True
ข้างนอก,True
et,False
กลยุทธ์,False
ชัดเจน,False
คุณสมบัติ,False
วาง,True
สุดท้าย,False
อำนาจ,False
สมบูรณ์แบบ,False
กระบวนการ,False
ภูมิภาค,False
ตั้งแต่,True
ผลกระทบ,False
ระบุ,False
ปลอดภัย,False
คณะกรรมการ,False
ที่ควร,False
ฝัน,True
การฝึกอบรม,False
อึ,True
ศูนย์กลาง,False
ตัวเลือก,False
แปด,True
โดยเฉพาะ,False
อย่างสมบูรณ์,False
ความคิดเห็น,False
หลัก,False
สิบ,True
สัมภาษณ์,False
มีอยู่,False
ลบ,True
มืด,False
เล่น,True
สหภาพ,False
ศาสตราจารย์,False
ความดัน,False
วัตถุประสงค์,False
เวที,False
สีฟ้า,True
ตัวเธอเอง,False
ดวงอาทิตย์,False
ความเจ็บปวด,False
ศิลปิน,False
พนักงาน,True
หลีกเลี่ยง,False
บัญชีผู้ใช้,False
ปล่อย,False
กองทุน,False
สิ่งแวดล้อม,False
รักษา,True
เฉพาะเจาะจง,False
รุ่น,False
ยิง,False
เกลียด,True
ความเป็นจริง,False
เยี่ยม,True
คลับ,False
ความยุติธรรม,False
แม่น้ำ,True
สมอง,False
หน่วยความจำ,False
หิน,False
พูดคุย,False
กล้อง,True
ทั่วโลก,False
หลากหลาย,False
มาถึง,False
สังเกต,False
นิดหน่อย,True
รายละเอียด,False
ท้าทาย,False
การโต้เถียง,False
มาก,True
ไม่มีใคร,False
อาวุธ,True
ดีที่สุด,True
สถานี,True
เกาะ,True
อย่างแน่นอน,False
แทนที่,False
อภิปรายผล,False
แทนที่,False
ส่งผลกระทบ,False
ออกแบบ,False
เล็กน้อย,False
ถึงอย่างไร,False
ตอบกลับ,False
ควบคุม,False
ปัญหา,False
การสนทนา,False
จัดการ,False
ปิด,True
วันที่,False
สาธารณะ,False
กองทัพ,False
สูงสุด,False
โพสต์,False
ค่าใช้จ่าย,False
ที่นั่ง,False
สมมติ,False
นักเขียน,False
ดำเนินการ,False
เครดิต,False
เขียว,False
การแต่งงาน,False
การดำเนินการ,False
อย่างแท้จริง,False
นอน,True
จำเป็น,True
เปิดเผย,True
ตัวแทน,True
เข้าถึง,False
บาร์,False
อภิปราย,False
ขา,True
บรรจุ,False
ชนะ,False
เย็น,True
ประชาธิปไตย,False
เย็น,True
กระจก,False
ทำให้ดีขึ้น,False
ผู้ใหญ่,False
ซื้อขาย,False
เคร่งศาสนา,False
ศีรษะ,False
ทบทวน,False
ใจดี,True
ที่อยู่,False
สมาคม,False
วัด,True
หุ้น,False
แก๊ส,True
ลึก,False
ทนายความ,False
การผลิต,False
เกี่ยวข้อง,False
กลาง,True
การจัดการ,False
ต้นฉบับ,False
เหยื่อ,False
โรคมะเร็ง,False
คำพูด,False
โดยเฉพาะ,False
การทดลอง,False
ไม่มี,False
สิ่งของ,False
น้ำหนัก,False
พรุ่งนี้,True
ขั้นตอน,False
เชิงบวก,False
รูปร่าง,False
พลเมือง,False
ศึกษา,False
การเดินทาง,False
สร้าง,False
ผู้บริหาร,False
การเมือง,True
ติด,True
ลูกค้า,True
ผู้จัดการ,False
ค่อนข้าง,False
เผยแพร่,False
เป็นที่นิยม,False
ร้องเพลง,True
ข้างหน้า,True
การประชุม,True
ทั้งหมด,False
ค้นพบ,False
เร็ว,True
ฐาน,True
ทิศทาง,False
วันอาทิตย์,False
บำรุงรักษา,False
อดีต,False
ข้างมาก,False
ความสงบ,False
อาหารเย็น,False
พันธมิตร,False
ผู้ใช้,False
ข้างต้น,False
บิน,True
กระเป๋า,True
ดังนั้น,True
รวย,True
รายบุคคล,False
ยาก,True
เจ้าของ,True
จะ,True
ข้างใน,True
ผู้มีสิทธิเลือกตั้ง,False
เครื่องมือ,False
มิถุนายน,False
ไกล,True
พฤษภาคม,False
ภูเขา,True
พิสัย,False
โค้ช,False
กลัว,True
วันศุกร์,False
อัยการ,False
เว้นเสียแต่ว่า,False
ก็ไม่เช่นกัน,False
ผู้เชี่ยวชาญ,False
โครงสร้าง,False
งบประมาณ,False
ประกันภัย,False
ข้อความ,False
เสรีภาพ,False
คลั่งไคล้,False
ผู้อ่าน,False
สไตล์,False
ผ่าน,True
มีนาคม,False
เครื่องจักร,False
พฤศจิกายน,False
รุ่น,False
รายได้,True
เกิด,False
ยอมรับ,False
สวัสดี,False
ไปยัง,False
ทะเล,True
ตกลง,True
ปาก,True
ตลอดทั้ง,False
เป็นเจ้าของ,False
ทดสอบ,False
เว็บ,False
เขย่า,False
ภัยคุกคาม,False
สารละลาย,False
ปิด,True
ลง,True
การท่องเที่ยว,False
นักวิทยาศาสตร์,False
ซ่อน,True
อย่างชัดเจน,False
อ้างอิง,False
ตามลำพัง,False
ดื่ม,True
การสืบสวน,False
วุฒิสมาชิก,False
หน่วย,False
ภาพถ่าย,False
กรกฎาคม,False
โทรทัศน์,False
กุญแจ,True
ทางเพศ,False
วิทยุ,False
ป้องกัน,False
ครั้งหนึ่ง,False
ทันสมัย,False
วุฒิสภา,False
ความรุนแรง,False
สัมผัส,False
ลักษณะเฉพาะ,False
ผู้ชม,False
ตอนเย็น,False
ใคร,True
ด้านหน้า,False
ห้องโถง,False
งาน,True
คะแนน,False
ผิว,True
ทุกข์ทรมาน,False
กว้าง,False
ฤดูใบไม้ผลิ,True
ประสบการณ์,False
พลเรือน,False
ความปลอดภัย,False
สุดสัปดาห์,False
ในขณะที่,False
คุณค่า,False
ชื่อ,False
ความร้อน,False
ปกติ,True
หวัง,True
ลาน,False
นิ้ว,False
มีแนวโน้ม,False
ภารกิจ,False
ในท้ายที่สุด,False
ผู้เข้าร่วม,False
โรงแรม,True
ผู้พิพากษา,False
ลวดลาย,False
หยุดพัก,False
สถาบัน,False
ศรัทธา,False
มืออาชีพ,True
สะท้อน,False
พื้นบ้าน,False
พื้นผิว,False
ตก,True
ลูกค้า,True
ขอบ,False
แบบดั้งเดิม,False
สภา,False
อุปกรณ์,False
บริษัท,True
ด้านสิ่งแวดล้อม,False
ความรับผิดชอบ,False
เก้าอี้,True
อินเทอร์เน็ต,False
ตุลาคม,False
โดย,False
ตลก,True
โดยทันที,False
การลงทุน,False
เรือ,False
มีประสิทธิภาพ,False
ก่อนหน้า,False
เนื้อหา,False
ผู้บริโภค,False
องค์ประกอบ,False
นิวเคลียร์,False
วิญญาณ,False
โดยตรง,False
เกรงกลัว,False
กำหนด,True
ด้ามจับ,False
ติดตาม,False
วิ่ง,True
ลม,True
ขาด,True
ค่าใช้จ่าย,False
ประกาศ,False
วารสาร,False
หนัก,False
น้ำแข็ง,False
ของสะสม,False
ให้อาหาร,False
ทหาร,True
แค่,True
ผู้ว่าราชการจังหวัด,False
ปลา,True
ไหล่,False
ทางวัฒนธรรม,False
ประสบความสำเร็จ,False
ยุติธรรม,False
เชื่อมั่น,False
กะทันหัน,False
อนาคต,False
สนใจ,True
ส่งมอบ,False
วันเสาร์,False
บรรณาธิการ,False
สด,True
ใครก็ได้,False
ทำลาย,False
เรียกร้อง,False
วิกฤต,False
ข้อตกลง,False
ทรงพลัง,False
นักวิจัย,False
แนวคิด,False
เต็มใจ,False
วงดนตรี,False
แต่งงาน,False
สัญญา,True
อย่างง่ายดาย,False
ร้านอาหาร,True
ลีก,False
อาวุโส,False
เงินทุน,False
อีกต่อไป,False
เมษายน,False
ศักยภาพ,False
ฯลฯ,False
เร็ว,True
นิตยสาร,False
สถานะ,False
เข้าร่วม,False
แทนที่,False
เนื่องจาก,False
เนินเขา,False
ครัว,False
บรรลุ,False
หน้าจอ,False
โดยทั่วไป,False
ความผิดพลาด,False
ตาม,True
โจมตี,False
การต่อสู้,False
จุด,True
ขั้นพื้นฐาน,False
มาก,True
มุม,False
เป้า,False
คนขับ,False
จุดเริ่มต้น,False
ศาสนา,True
วิกฤติ,False
นับ,True
พิพิธภัณฑ์,True
หมั้น,False
การสื่อสาร,False
ฆาตกรรม,False
เป่า,False
วัตถุ,False
ด่วน,True
ฮะ,False
ให้กำลังใจ,True
วัตถุ,False
บล็อก,False
รอยยิ้ม,False
กลับ,True
ความเชื่อ,False
บล็อก,False
หนี้,True
ไฟ,False
แรงงาน,False
ความเข้าใจ,False
ละแวกบ้าน,False
สัญญา,True
กลาง,True
สายพันธุ์,False
เพิ่มเติม,False
ตัวอย่าง,False
ที่เกี่ยวข้อง,False
ข้างใน,True
ส่วนใหญ่,False
เส้นทาง,False
น่ากังวล,False
แอปเปิ้ล,False
จัดการ,False
พระเจ้า,False
มหัศจรรย์,False
ห้องสมุด,True
คุก,True
รู,True
พยายาม,True
เสร็จสิ้น,False
รหัส,False
ฝ่ายขาย,False
ของขวัญ,False
ปฏิเสธ,True
เพิ่ม,False
สวน,True
แนะนำ,True
ม้วน,True
คริสเตียน,False
อย่างแน่นอน,False
ชอบ,True
ทะเลสาบ,True
เปลี่ยน,False
แน่นอน,True
ได้รับ,False
เครื่องบิน,True
ยานพาหนะ,False
พิจารณา,False
แอปพลิเคชัน,False
พัน,True
กาแฟ,True
ได้รับ,False
ผลลัพธ์,False
ไฟล์,False
พันล้าน,False
ปฏิรูป,False
ไม่สนใจ,False
ยินดีต้อนรับ,False
ทอง,True
กระโดด,False
ดาวเคราะห์,False
ที่ตั้ง,False
นก,True
อัศจรรย์,False
หลักการ,False
ส่งเสริม,False
ค้นหา,False
เก้า,True
มีชีวิตอยู่,False
ความเป็นไปได้,False
ท้องฟ้า,False
มิฉะนั้น,False
เตือน,False
สุขภาพดี,False
พอดี,True
ม้า,True
ข้อได้เปรียบ,False
ทางการค้า,False
ขโมย,False
พื้นฐาน,False
บริบท,False
อย่างมาก,False
คริสต์มาส,False
ความแข็งแกร่ง,False
เคลื่อนไหว,False
วันจันทร์,False
หมายถึง,True
ตามลำพัง,False
ชายหาด,True
สำรวจ,False
การเขียน,False
ผู้เชี่ยวชาญ,False
ร้องไห้,True
มาตราส่วน,False
ผู้อยู่อาศัย,False
ฟุตบอล,True
หวาน,True
ความล้มเหลว,False
ผู้สื่อข่าว,False
ให้สัญญา,False
ต่อสู้,False
หนึ่ง,True
ที่เกี่ยวข้อง,False
วิสัยทัศน์,False
การทำงาน,False
อย่างแท้จริง,False
ป่วย,True
เฉลี่ย,False
มนุษย์,False
โง่,False
จะ,True
ภาษาจีน,False
การเชื่อมต่อ,False
ค่าย,False
หิน,False
ร้อย,False
กุญแจ,True
รถบรรทุก,False
ยามบ่าย,False
รับผิดชอบ,True
เลขานุการ,False
เห็นได้ชัดว่า,False
ฉลาด,False
ภาคใต้,False
โดยสิ้นเชิง,False
ทางทิศตะวันตก,False
เก็บรวบรวม,False
ขัดแย้ง,False
เผา,False
การเรียนรู้,False
ตื่น,True
มีส่วนช่วย,False
ขี่,True
อังกฤษ,False
กำลังติดตาม,False
คำสั่ง,True
แบ่งปัน,False
หนังสือพิมพ์,True
พื้นฐาน,False
ความหลากหลาย,False
ทัศนคติ,False
เอกสาร,True
การมีอยู่,False
จ้อง,False
บทเรียน,False
ขีดจำกัด,False
ชื่นชม,False
เสร็จสิ้น,False
สังเกต,False
ตอนนี้,True
ร้อย,False
สนุก,False
ฝูงชน,False
จู่โจม,False
อพาร์ทเม้น,False
อยู่รอด,False
แขก,False
วิญญาณ,False
การป้องกัน,False
ปัญญา,False
เมื่อวาน,True
ที่ไหนสักแห่ง,False
ชายแดน,False
การอ่าน,False
เงื่อนไข,False
ความเป็นผู้นำ,False
ปัจจุบัน,False
หัวหน้า,True
ทัศนคติ,False
เริ่ม,True
อืม,False
ปฏิเสธ,True
เว็บไซต์,False
อย่างจริงจัง,False
แท้จริง,False
จำ,True
แก้ไข,True
เชิงลบ,False
เชื่อมต่อ,False
ระยะทาง,False
ปกติ,True
ภูมิอากาศ,False
